,id,emotion_v,emotion_a,emotion_d,label,Cat_L1,Cat_L2,Cat_L3,Cat_Spk,Dim_L1_val,Dim_L1_act,Dim_L1_dim,Dim_L2_val,Dim_L2_act,Dim_L2_dim,Dim_Spk_val,Dim_Spk_act,Dim_Spk_dim
1688,Ses04M_script03_2_M055,1.5,4.0,4.0,ang,Anger,Anger,Anger,-1,2,4,3,1,4,5,-1,-1,-1
1689,Ses04M_script03_2_M056,1.5,4.5,4.5,ang,Anger,Anger,Anger,-1,2,4,4,1,5,5,-1,-1,-1
1690,Ses04F_impro06_F000,2.5,2.0,2.5,sad,Sadness,Sadness,Neutral,-1,2,2,2,3,2,3,-1,-1,-1
1691,Ses04F_impro06_F001,2.0,3.5,3.0,sad,Sadness,Sadness,Sadness,-1,2,3,3,2,4,3,-1,-1,-1
1692,Ses04F_impro06_F002,1.5,3.5,2.5,sad,Frustration,Sadness,Sadness,-1,2,3,3,1,4,2,-1,-1,-1
1693,Ses04F_impro06_F003,2.0,3.0,2.5,sad,Sadness,Frustration,Sadness,-1,2,2,2,2,4,3,-1,-1,-1
1694,Ses04F_impro06_F004,1.5,3.0,3.5,sad,Sadness,Sadness,Sadness,-1,2,3,3,1,3,4,-1,-1,-1
1695,Ses04F_impro06_F005,1.5,3.5,3.5,sad,Sadness,Sadness,Sadness,-1,2,3,4,1,4,3,-1,-1,-1
1696,Ses04F_impro06_F006,2.0,2.5,3.0,sad,Anger,Sadness,Sadness,-1,2,2,3,2,3,3,-1,-1,-1
1697,Ses04F_impro06_F007,2.0,2.5,2.5,sad,Sadness,Sadness,Sadness,-1,2,2,2,2,3,3,-1,-1,-1
1698,Ses04F_impro06_F008,4.0,3.5,3.0,hap,Happiness,Happiness,Happiness,-1,4,3,3,4,4,3,-1,-1,-1
1699,Ses04F_impro06_F009,4.5,4.0,3.5,hap,Happiness,Happiness,Happiness,-1,4,3,3,5,5,4,-1,-1,-1
1700,Ses04F_impro06_F010,2.5,2.0,2.5,sad,Sadness,Sadness,Sadness,-1,3,2,2,2,2,3,-1,-1,-1
1701,Ses04F_impro06_M000,2.5,2.0,2.5,sad,Sadness,Sadness,Sadness,-1,3,2,2,2,2,3,-1,-1,-1
1702,Ses04F_impro06_M001,2.0,3.0,3.0,sad,Sadness,Sadness,Sadness,-1,2,3,3,2,3,3,-1,-1,-1
1703,Ses04F_impro06_M002,2.5,2.5,2.5,sad,Sadness,Sadness,Neutral,-1,3,3,2,2,2,3,-1,-1,-1
1704,Ses04F_impro06_M003,3.0,2.0,2.5,sad,Sadness,Sadness,Neutral,-1,3,2,2,3,2,3,-1,-1,-1
1705,Ses04F_impro06_M004,2.5,3.0,3.0,neu,Sadness,Neutral,Neutral,-1,3,3,3,2,3,3,-1,-1,-1
1706,Ses04F_impro06_M005,2.5,3.5,3.0,sad,Sadness,Sadness,Neutral,-1,3,3,3,2,4,3,-1,-1,-1
1707,Ses04F_impro06_M006,2.5,2.5,3.0,neu,Sadness,Neutral,Neutral,-1,3,3,3,2,2,3,-1,-1,-1
1708,Ses04F_impro06_M007,2.5,2.5,3.5,neu,Sadness,Neutral,Neutral,-1,3,2,3,2,3,4,-1,-1,-1
1709,Ses04F_impro06_M008,2.5,2.0,2.5,sad,Sadness,Sadness,Neutral,-1,3,2,2,2,2,3,-1,-1,-1
1710,Ses04F_impro06_M009,3.0,2.5,3.0,sad,Sadness,Sadness,Neutral,-1,3,3,3,3,2,3,-1,-1,-1
1711,Ses04F_impro06_M010,3.0,2.5,2.5,sad,Sadness,Sadness,Neutral,-1,3,2,2,3,3,3,-1,-1,-1
1712,Ses04F_impro06_M011,2.5,3.0,3.0,sad,Sadness,Sadness,Neutral,-1,3,3,3,2,3,3,-1,-1,-1
1713,Ses04F_impro06_M012,3.5,3.0,2.5,neu,Sadness,Neutral,Neutral,-1,4,3,2,3,3,3,-1,-1,-1
1714,Ses04F_impro06_M013,4.0,3.0,3.0,sad,Sadness,Sadness,Neutral,-1,4,3,3,4,3,3,-1,-1,-1
1715,Ses04F_impro06_M014,3.0,2.5,2.5,sad,Sadness,Sadness,Neutral,-1,3,2,2,3,3,3,-1,-1,-1
1716,Ses04M_impro01_F000,3.0,2.5,3.0,neu,Neutral,Neutral,Neutral,-1,3,2,3,3,3,3,-1,-1,-1
1717,Ses04M_impro01_F001,3.0,2.5,3.5,neu,Neutral,Neutral,Neutral,-1,3,2,3,3,3,4,-1,-1,-1
1718,Ses04M_impro01_F002,3.0,2.5,3.0,neu,Neutral,Neutral,Neutral,-1,3,2,3,3,3,3,-1,-1,-1
1719,Ses04M_impro01_F003,2.5,3.5,3.5,fru,Frustration,Frustration,Frustration,-1,3,3,4,2,4,3,-1,-1,-1
1720,Ses04M_impro01_F004,2.5,3.0,4.5,fru,Frustration,Frustration,Frustration,-1,3,3,4,2,3,5,-1,-1,-1
1721,Ses04M_impro01_F005,2.5,4.0,3.5,fru,Frustration,Frustration,Frustration,-1,3,4,4,2,4,3,-1,-1,-1
1722,Ses04M_impro01_F006,2.5,3.5,4.0,fru,Frustration,Frustration,Other,-1,3,3,3,2,4,5,-1,-1,-1
1723,Ses04M_impro01_F007,2.5,3.5,3.0,fru,Frustration,Frustration,Neutral,-1,3,3,3,2,4,3,-1,-1,-1
1724,Ses04M_impro01_F008,2.0,3.5,4.0,fru,Frustration,Frustration,Neutral,-1,2,3,4,2,4,4,-1,-1,-1
1725,Ses04M_impro01_F009,2.0,3.5,3.5,fru,Frustration,Frustration,Neutral,-1,2,3,3,2,4,4,-1,-1,-1
1726,Ses04M_impro01_F010,2.5,3.0,2.5,fru,Frustration,Frustration,Frustration,-1,3,3,2,2,3,3,-1,-1,-1
1727,Ses04M_impro01_F011,3.0,4.0,3.5,fru,Frustration,Frustration,Frustration,-1,3,4,3,3,4,4,-1,-1,-1
1728,Ses04M_impro01_F012,3.5,3.5,4.0,neu,Frustration,Neutral,Neutral,-1,4,3,3,3,4,5,-1,-1,-1
1729,Ses04M_impro01_F013,2.0,4.0,4.5,fru,Anger,Frustration,Frustration,-1,3,4,4,1,4,5,-1,-1,-1
1730,Ses04M_impro01_F014,2.5,4.0,4.5,fru,Frustration,Frustration,Frustration,-1,3,4,4,2,4,5,-1,-1,-1
1731,Ses04M_impro01_F015,2.0,3.5,4.0,fru,Fear,Frustration,Frustration,-1,3,4,5,1,3,3,-1,-1,-1
1732,Ses04M_impro01_F016,3.0,2.5,3.0,fru,Frustration,Frustration,Frustration,-1,3,2,2,3,3,4,-1,-1,-1
1733,Ses04M_impro01_F017,2.0,3.0,3.5,fru,Frustration,Anger,Frustration,-1,3,2,3,1,4,4,-1,-1,-1
1734,Ses04M_impro01_F018,1.5,3.5,4.5,ang,Anger,Anger,Neutral,-1,2,3,4,1,4,5,-1,-1,-1
1735,Ses04M_impro01_F019,2.0,3.5,4.0,ang,Anger,Anger,Frustration,-1,3,3,3,1,4,5,-1,-1,-1
1736,Ses04M_impro01_F020,3.0,2.5,3.0,fru,Frustration,Frustration,Neutral,-1,3,2,2,3,3,4,-1,-1,-1
1737,Ses04M_impro01_F021,2.0,3.5,4.0,ang,Anger,Anger,Frustration,-1,3,3,3,1,4,5,-1,-1,-1
1738,Ses04M_impro01_M000,2.5,3.5,3.5,neu,Frustration,Neutral,Neutral,-1,2,3,3,3,4,4,-1,-1,-1
1739,Ses04M_impro01_M001,2.0,3.5,3.0,fru,Frustration,Frustration,Frustration,-1,2,3,3,2,4,3,-1,-1,-1
1740,Ses04M_impro01_M002,2.5,3.0,3.5,fru,Frustration,Frustration,Frustration,-1,2,3,3,3,3,4,-1,-1,-1
1741,Ses04M_impro01_M003,3.0,3.0,3.0,neu,Frustration,Neutral,Neutral,-1,3,2,3,3,4,3,-1,-1,-1
1742,Ses04M_impro01_M004,2.5,3.5,3.0,fru,Frustration,Frustration,Frustration,-1,3,3,3,2,4,3,-1,-1,-1
1743,Ses04M_impro01_M005,2.0,3.5,2.5,fru,Frustration,Frustration,Neutral,-1,2,3,2,2,4,3,-1,-1,-1
1744,Ses04M_impro01_M006,2.0,3.5,3.0,fru,Frustration,Frustration,Neutral,-1,2,3,3,2,4,3,-1,-1,-1
1745,Ses04M_impro01_M007,2.5,3.0,3.5,fru,Frustration,Frustration,Frustration,-1,3,3,3,2,3,4,-1,-1,-1
1746,Ses04M_impro01_M008,2.5,3.5,4.0,fru,Frustration,Frustration,Frustration,-1,3,4,4,2,3,4,-1,-1,-1
1747,Ses04M_impro01_M009,2.0,3.5,3.5,fru,Frustration,Frustration,Frustration,-1,2,4,3,2,3,4,-1,-1,-1
1748,Ses04M_impro01_M010,1.5,4.0,3.5,fru,Frustration,Frustration,Frustration,-1,2,4,4,1,4,3,-1,-1,-1
1749,Ses04M_impro01_M011,2.5,3.0,4.0,fru,Frustration,Neutral,Frustration,-1,3,3,3,2,3,5,-1,-1,-1
1750,Ses04M_impro01_M012,3.0,3.5,3.5,fru,Frustration,Neutral,Frustration,-1,3,3,3,3,4,4,-1,-1,-1
1751,Ses04M_impro01_M013,1.5,3.0,3.0,fru,Frustration,Frustration,Frustration,-1,2,3,3,1,3,3,-1,-1,-1
1752,Ses04M_impro01_M014,1.5,4.0,4.0,fru,Anger,Frustration,Frustration,-1,2,4,4,1,4,4,-1,-1,-1
1753,Ses04M_impro01_M015,1.5,4.5,3.5,xxx,Anger,Frustration,Anger,-1,2,4,4,1,5,3,-1,-1,-1
1754,Ses04M_impro01_M016,2.5,4.0,3.5,fru,Anger,Frustration,Frustration,-1,2,4,3,3,4,4,-1,-1,-1
1755,Ses04M_impro01_M017,1.5,4.5,4.5,fru,Frustration,Anger,Frustration,-1,2,4,4,1,5,5,-1,-1,-1
1756,Ses04M_impro01_M018,1.5,3.5,4.5,ang,Anger,Anger,Frustration,-1,2,3,4,1,4,5,-1,-1,-1
1757,Ses04M_impro01_M019,1.5,3.5,4.0,fru,Frustration,Frustration,Frustration,-1,2,4,4,1,3,4,-1,-1,-1
1758,Ses04M_impro01_M020,1.5,3.5,3.5,xxx,Frustration,Anger,Anger,-1,2,3,3,1,4,4,-1,-1,-1
1759,Ses04M_impro01_M021,1.0,3.5,4.5,fru,Frustration,Happiness,Frustration,-1,1,3,5,1,4,4,-1,-1,-1
1760,Ses04M_impro01_M022,2.0,3.0,3.0,fru,Frustration,Frustration,Frustration,-1,3,3,3,1,3,3,-1,-1,-1
1761,Ses04M_impro01_M023,2.0,3.5,3.0,fru,Anger,Frustration,Frustration,-1,3,3,3,1,4,3,-1,-1,-1
1762,Ses04M_impro01_M024,1.5,3.5,4.0,ang,Anger,Anger,Frustration,-1,2,3,4,1,4,4,-1,-1,-1
1763,Ses04M_impro07_F000,5.0,4.5,4.5,sur,Excited,Surprise,Surprise,-1,5,4,4,5,5,5,-1,-1,-1
1764,Ses04M_impro07_F001,5.0,4.5,4.5,sur,Surprise,Surprise,Surprise,-1,5,4,4,5,5,5,-1,-1,-1
1765,Ses04M_impro07_F002,5.0,4.5,4.0,exc,Excited,Surprise,Excited,-1,5,4,3,5,5,5,-1,-1,-1
1766,Ses04M_impro07_F003,5.0,4.5,4.5,exc,Excited,Excited,Excited,-1,5,4,4,5,5,5,-1,-1,-1
1767,Ses04M_impro07_F004,4.5,3.5,4.5,exc,Excited,Surprise,Excited,-1,4,3,4,5,4,5,-1,-1,-1
1768,Ses04M_impro07_F005,4.0,3.5,3.5,xxx,Happiness,Surprise,Neutral,-1,4,3,3,4,4,4,-1,-1,-1
1769,Ses04M_impro07_F006,4.0,3.0,3.5,exc,Excited,Excited,Neutral,-1,4,2,3,4,4,4,-1,-1,-1
1770,Ses04M_impro07_F007,4.0,3.0,3.5,exc,Excited,Excited,Neutral,-1,4,2,3,4,4,4,-1,-1,-1
1771,Ses04M_impro07_F008,4.0,3.0,3.5,exc,Excited,Excited,Neutral,-1,4,2,3,4,4,4,-1,-1,-1
1772,Ses04M_impro07_F009,4.0,4.0,4.0,exc,Excited,Excited,Neutral,-1,4,4,4,4,4,4,-1,-1,-1
1773,Ses04M_impro07_F010,3.5,3.0,3.5,exc,Excited,Excited,Neutral,-1,3,3,3,4,3,4,-1,-1,-1
1774,Ses04M_impro07_F011,4.5,4.0,4.5,hap,Happiness,Happiness,Excited,-1,4,4,4,5,4,5,-1,-1,-1
1775,Ses04M_impro07_F012,4.5,3.5,4.0,exc,Excited,Excited,Excited,-1,4,3,4,5,4,4,-1,-1,-1
1776,Ses04M_impro07_F013,4.5,4.5,4.0,exc,Excited,Happiness,Excited,-1,4,4,3,5,5,5,-1,-1,-1
1777,Ses04M_impro07_F014,4.5,4.0,4.5,exc,Excited,Excited,Excited,-1,4,4,4,5,4,5,-1,-1,-1
1778,Ses04M_impro07_F015,4.0,4.0,4.0,exc,Excited,Happiness,Excited,-1,4,3,3,4,5,5,-1,-1,-1
1779,Ses04M_impro07_F016,4.5,4.0,4.0,exc,Excited,Happiness,Excited,-1,4,3,3,5,5,5,-1,-1,-1
1780,Ses04M_impro07_F017,4.5,4.0,4.0,exc,Excited,Excited,Excited,-1,4,3,3,5,5,5,-1,-1,-1
1781,Ses04M_impro07_F018,4.5,4.0,4.0,exc,Excited,Excited,Neutral,-1,4,3,3,5,5,5,-1,-1,-1
1782,Ses04M_impro07_F019,4.0,3.0,3.0,xxx,Excited,Happiness,Neutral,-1,4,3,3,4,3,3,-1,-1,-1
1783,Ses04M_impro07_F020,4.0,4.0,3.5,xxx,Excited,Happiness,Neutral,-1,4,4,3,4,4,4,-1,-1,-1
1784,Ses04M_impro07_F021,4.0,3.5,3.5,xxx,Excited,Happiness,Neutral,-1,4,3,3,4,4,4,-1,-1,-1
1785,Ses04M_impro07_F022,4.5,4.5,4.5,exc,Excited,Excited,Excited,-1,4,4,4,5,5,5,-1,-1,-1
1786,Ses04M_impro07_F023,4.0,3.5,3.5,neu,Frustration,Neutral,Neutral,-1,4,4,3,4,3,4,-1,-1,-1
1787,Ses04M_impro07_F024,4.0,3.5,4.0,xxx,Excited,Surprise,Neutral,-1,4,3,4,4,4,4,-1,-1,-1
1788,Ses04M_impro07_F025,4.0,4.0,4.0,xxx,Excited,Surprise,Neutral,-1,4,4,4,4,4,4,-1,-1,-1
1789,Ses04M_impro07_F026,3.5,2.5,3.0,neu,Excited,Neutral,Neutral,-1,3,2,3,4,3,3,-1,-1,-1
1790,Ses04M_impro07_F027,4.5,4.0,4.5,exc,Excited,Happiness,Excited,-1,4,3,4,5,5,5,-1,-1,-1
1791,Ses04M_impro07_F028,3.5,3.0,3.5,xxx,Excited,Happiness,Neutral,-1,3,3,3,4,3,4,-1,-1,-1
1792,Ses04M_impro07_F029,3.5,2.5,3.0,xxx,Excited,Happiness,Neutral,-1,3,2,3,4,3,3,-1,-1,-1
1793,Ses04M_impro07_F030,4.0,3.5,3.5,xxx,Excited,Happiness,Neutral,-1,4,3,3,4,4,4,-1,-1,-1
1794,Ses04M_impro07_F031,4.0,4.0,4.0,xxx,Excited,Happiness,Neutral,-1,4,4,4,4,4,4,-1,-1,-1
1795,Ses04M_impro07_F032,4.0,3.5,4.0,xxx,Excited,Happiness,Neutral,-1,4,4,4,4,3,4,-1,-1,-1
1796,Ses04M_impro07_F033,3.5,3.0,4.0,xxx,Excited,Happiness,Neutral,-1,3,3,4,4,3,4,-1,-1,-1
1797,Ses04M_impro07_F034,4.0,3.0,3.5,xxx,Excited,Happiness,Neutral,-1,4,3,3,4,3,4,-1,-1,-1
1798,Ses04M_impro07_F035,4.0,4.0,4.0,xxx,Excited,Happiness,Neutral,-1,4,4,4,4,4,4,-1,-1,-1
1799,Ses04M_impro07_F036,2.5,3.0,3.0,neu,Excited,Neutral,Neutral,-1,3,2,3,2,4,3,-1,-1,-1
1800,Ses04M_impro07_F037,3.5,4.0,3.5,neu,Excited,Neutral,Neutral,-1,3,3,3,4,5,4,-1,-1,-1
1801,Ses04M_impro07_F038,3.5,3.0,4.0,xxx,Excited,Disgust,Neutral,-1,3,2,3,4,4,5,-1,-1,-1
1802,Ses04M_impro07_F039,4.0,2.5,3.5,xxx,Excited,Happiness,Neutral,-1,4,2,3,4,3,4,-1,-1,-1
1803,Ses04M_impro07_M000,4.0,3.5,4.0,exc,Excited,Excited,Happiness,-1,4,4,4,4,3,4,-1,-1,-1
1804,Ses04M_impro07_M001,4.0,3.5,3.5,exc,Excited,Excited,Excited,-1,4,3,3,4,4,4,-1,-1,-1
1805,Ses04M_impro07_M002,4.5,3.5,3.5,exc,Excited,Excited,Excited,-1,4,3,3,5,4,4,-1,-1,-1
1806,Ses04M_impro07_M003,4.0,3.5,4.0,exc,Excited,Excited,Excited,-1,4,3,4,4,4,4,-1,-1,-1
1807,Ses04M_impro07_M004,4.0,3.0,3.5,exc,Excited,Happiness,Excited,-1,4,3,3,4,3,4,-1,-1,-1
1808,Ses04M_impro07_M005,4.5,4.0,4.0,xxx,Excited,Happiness,Happiness,-1,4,4,4,5,4,4,-1,-1,-1
1809,Ses04M_impro07_M006,3.5,3.0,3.0,xxx,Excited,Happiness,Neutral,-1,3,3,4,4,3,2,-1,-1,-1
1810,Ses04M_impro07_M007,3.5,4.0,4.0,hap,Happiness,Happiness,Neutral,-1,3,4,4,4,4,4,-1,-1,-1
1811,Ses04M_impro07_M008,4.0,2.5,3.0,hap,Happiness,Happiness,Neutral,-1,4,2,2,4,3,4,-1,-1,-1
1812,Ses04M_impro07_M009,3.5,2.5,2.5,hap,Happiness,Happiness,Neutral,-1,3,2,2,4,3,3,-1,-1,-1
1813,Ses04M_impro07_M010,3.5,3.0,4.0,hap,Happiness,Happiness,Neutral,-1,3,3,4,4,3,4,-1,-1,-1
1814,Ses04M_impro07_M011,3.5,3.5,3.5,hap,Happiness,Happiness,Neutral,-1,3,4,3,4,3,4,-1,-1,-1
1815,Ses04M_impro07_M012,3.5,3.0,3.5,hap,Happiness,Happiness,Neutral,-1,3,3,3,4,3,4,-1,-1,-1
1816,Ses04M_impro07_M013,4.5,4.0,4.5,hap,Happiness,Happiness,Neutral,-1,4,4,4,5,4,5,-1,-1,-1
1817,Ses04M_impro07_M014,4.5,4.5,4.5,exc,Excited,Excited,Excited,-1,4,4,4,5,5,5,-1,-1,-1
1818,Ses04M_impro07_M015,5.0,5.0,4.0,exc,Excited,Excited,Excited,-1,5,5,4,5,5,4,-1,-1,-1
1819,Ses04M_impro07_M016,3.5,3.0,3.0,xxx,Excited,Happiness,Neutral,-1,3,3,3,4,3,3,-1,-1,-1
1820,Ses04M_impro07_M017,4.0,4.0,4.0,xxx,Excited,Happiness,Neutral,-1,4,4,4,4,4,4,-1,-1,-1
1821,Ses04M_impro07_M018,3.5,3.0,3.0,xxx,Excited,Happiness,Neutral,-1,3,3,3,4,3,3,-1,-1,-1
1822,Ses04M_impro07_M019,4.0,4.0,4.5,xxx,Excited,Happiness,Neutral,-1,4,4,4,4,4,5,-1,-1,-1
1823,Ses04M_impro07_M020,3.5,3.5,4.0,exc,Excited,Excited,Excited,-1,3,4,4,4,3,4,-1,-1,-1
1824,Ses04M_impro07_M021,4.0,3.0,4.0,exc,Excited,Happiness,Excited,-1,4,3,4,4,3,4,-1,-1,-1
1825,Ses04M_impro07_M022,4.0,4.0,4.0,xxx,Excited,Happiness,Neutral,-1,4,4,4,4,4,4,-1,-1,-1
1826,Ses04M_impro07_M023,3.5,3.0,3.5,xxx,Excited,Happiness,Neutral,-1,3,3,4,4,3,3,-1,-1,-1
1827,Ses04M_impro07_M024,4.0,3.5,4.0,xxx,Excited,Happiness,Neutral,-1,4,3,4,4,4,4,-1,-1,-1
1828,Ses04M_impro07_M025,3.0,2.5,3.5,neu,Happiness,Neutral,Neutral,-1,2,2,3,4,3,4,-1,-1,-1
1829,Ses04M_impro07_M026,3.0,3.0,3.5,neu,Frustration,Neutral,Neutral,-1,2,3,4,4,3,3,-1,-1,-1
1830,Ses04M_impro07_M027,4.0,3.5,4.0,xxx,Frustration,Happiness,Neutral,-1,4,4,4,4,3,4,-1,-1,-1
1831,Ses04M_impro07_M028,2.5,3.0,3.5,xxx,Excited,Disgust,Neutral,-1,3,3,3,2,3,4,-1,-1,-1
1832,Ses04M_impro07_M029,3.0,2.5,3.5,neu,Excited,Neutral,Neutral,-1,3,2,3,3,3,4,-1,-1,-1
1833,Ses04M_impro07_M030,4.0,2.5,3.0,neu,Excited,Neutral,Neutral,-1,4,2,3,4,3,3,-1,-1,-1
1834,Ses04M_impro07_M031,4.0,3.5,4.0,xxx,Excited,Happiness,Neutral,-1,4,3,3,4,4,5,-1,-1,-1
1835,Ses04M_impro07_M032,3.0,3.0,3.5,neu,Excited,Neutral,Neutral,-1,2,3,3,4,3,4,-1,-1,-1
1836,Ses04M_impro07_M033,3.5,3.0,4.0,xxx,Excited,Happiness,Neutral,-1,3,3,4,4,3,4,-1,-1,-1
1837,Ses04M_impro07_M034,3.5,3.0,4.0,xxx,Excited,Happiness,Neutral,-1,4,3,4,3,3,4,-1,-1,-1
1838,Ses04M_impro07_M035,2.5,3.0,3.0,neu,Excited,Neutral,Neutral,-1,2,3,3,3,3,3,-1,-1,-1
1839,Ses04M_impro07_M036,2.0,3.0,3.0,neu,Excited,Neutral,Neutral,-1,2,3,3,2,3,3,-1,-1,-1
1840,Ses04M_impro07_M037,3.0,3.5,3.0,neu,Happiness,Neutral,Neutral,-1,3,3,3,3,4,3,-1,-1,-1
1841,Ses04M_impro07_M038,3.5,3.0,3.0,xxx,Excited,Happiness,Neutral,-1,3,3,3,4,3,3,-1,-1,-1
1842,Ses04M_impro07_M039,3.5,3.0,3.0,xxx,Excited,Happiness,Neutral,-1,3,3,3,4,3,3,-1,-1,-1
1843,Ses04M_impro07_M040,3.0,3.0,4.0,neu,Excited,Neutral,Neutral,-1,3,3,4,3,3,4,-1,-1,-1
1844,Ses04M_impro07_M041,3.0,3.5,4.0,neu,Excited,Neutral,Neutral,-1,3,4,4,3,3,4,-1,-1,-1
1845,Ses04M_impro07_M042,3.5,3.5,3.5,neu,Excited,Neutral,Neutral,-1,3,4,4,4,3,3,-1,-1,-1
1846,Ses04M_impro07_M043,2.5,2.5,3.5,neu,Excited,Neutral,Neutral,-1,3,2,3,2,3,4,-1,-1,-1
1847,Ses04M_impro04_F000,3.0,1.6667,2.3333,neu,Neutral,Neutral,Neutral,-1,3,2,3,3,2,3,-1,-1,-1
1848,Ses04M_impro04_F001,3.0,2.6667,2.6667,neu,Neutral,Neutral,Neutral,-1,3,3,3,3,4,3,-1,-1,-1
1849,Ses04M_impro04_F002,3.0,2.3333,2.6667,neu,Happiness,Neutral,Neutral,-1,3,3,3,3,3,3,-1,-1,-1
1850,Ses04M_impro04_F003,3.0,3.0,3.0,neu,Neutral,Neutral,Neutral,-1,3,4,3,3,4,4,-1,-1,-1
1851,Ses04M_impro04_F004,3.0,2.6667,2.6667,neu,Neutral,Neutral,Neutral,-1,3,4,3,3,3,3,-1,-1,-1
1852,Ses04M_impro04_F005,3.3333,2.6667,3.0,neu,Neutral,Neutral,Neutral,-1,3,4,4,4,2,3,-1,-1,-1
1853,Ses04M_impro04_F006,3.0,2.0,3.3333,neu,Frustration,Neutral,Neutral,-1,3,3,4,3,2,4,-1,-1,-1
1854,Ses04M_impro04_F007,3.0,2.6667,3.6667,neu,Frustration,Neutral,Neutral,-1,3,3,4,3,3,4,-1,-1,-1
1855,Ses04M_impro04_F008,3.3333,2.3333,3.3333,neu,Neutral,Neutral,Neutral,-1,3,3,4,4,2,3,-1,-1,-1
1856,Ses04M_impro04_F009,3.3333,2.6667,2.3333,neu,Neutral,Neutral,Neutral,-1,3,4,3,4,2,2,-1,-1,-1
1857,Ses04M_impro04_F010,2.6667,3.3333,3.0,sur,Frustration,Surprise,Surprise,-1,3,4,4,3,3,4,-1,-1,-1
1858,Ses04M_impro04_F011,3.0,2.6667,3.0,neu,Neutral,Neutral,Surprise,-1,3,4,3,2,2,3,-1,-1,-1
1859,Ses04M_impro04_F012,3.0,2.0,3.0,neu,Other,Neutral,Neutral,-1,4,4,3,2,1,4,-1,-1,-1
1860,Ses04M_impro04_F013,4.0,3.0,3.0,neu,Other,Neutral,Neutral,-1,4,4,3,4,3,4,-1,-1,-1
1861,Ses04M_impro04_F014,4.0,3.3333,3.0,xxx,Happiness,Surprise,Neutral,-1,4,4,4,4,4,4,-1,-1,-1
1862,Ses04M_impro04_F015,3.3333,2.6667,3.3333,neu,Happiness,Neutral,Neutral,-1,4,3,4,3,3,4,-1,-1,-1
1863,Ses04M_impro04_F016,3.3333,2.6667,3.6667,neu,Happiness,Neutral,Neutral,-1,4,4,4,3,2,4,-1,-1,-1
1864,Ses04M_impro04_F017,4.6667,3.6667,2.0,neu,Other,Neutral,Neutral,-1,5,5,2,5,4,3,-1,-1,-1
1865,Ses04M_impro04_F018,3.6667,3.3333,3.3333,xxx,Other,Neutral,Surprise,-1,4,4,4,4,4,3,-1,-1,-1
1866,Ses04M_impro04_M000,2.0,3.3333,2.6667,fru,Frustration,Frustration,Frustration,-1,2,4,3,2,3,3,-1,-1,-1
1867,Ses04M_impro04_M001,2.0,3.3333,2.6667,fru,Frustration,Frustration,Frustration,-1,2,3,4,2,4,3,-1,-1,-1
1868,Ses04M_impro04_M002,2.0,3.3333,3.0,fru,Frustration,Frustration,Frustration,-1,2,4,4,2,4,3,-1,-1,-1
1869,Ses04M_impro04_M003,2.3333,3.3333,2.3333,fru,Frustration,Frustration,Frustration,-1,2,4,3,3,4,3,-1,-1,-1
1870,Ses04M_impro04_M004,2.6667,3.0,2.6667,neu,Frustration,Neutral,Neutral,-1,3,4,3,3,3,3,-1,-1,-1
1871,Ses04M_impro04_M005,2.6667,3.0,2.6667,fru,Frustration,Frustration,Frustration,-1,3,3,4,3,4,3,-1,-1,-1
1872,Ses04M_impro04_M006,2.3333,3.6667,3.0,fru,Frustration,Frustration,Frustration,-1,2,4,3,3,4,4,-1,-1,-1
1873,Ses04M_impro04_M007,2.0,3.3333,3.0,fru,Frustration,Frustration,Frustration,-1,2,4,4,2,4,3,-1,-1,-1
1874,Ses04M_impro04_M008,2.0,3.3333,2.6667,fru,Frustration,Frustration,Fear,-1,2,4,4,2,4,3,-1,-1,-1
1875,Ses04M_impro04_M009,2.6667,3.3333,3.0,fru,Frustration,Frustration,Frustration,-1,3,4,3,2,4,4,-1,-1,-1
1876,Ses04M_impro04_M010,2.0,4.0,3.3333,fru,Frustration,Frustration,Anger,-1,2,5,3,2,4,4,-1,-1,-1
1877,Ses04M_impro04_M011,2.3333,4.0,2.3333,fru,Frustration,Frustration,Frustration,-1,3,5,2,2,5,4,-1,-1,-1
1878,Ses04M_impro04_M012,2.3333,3.6667,3.0,fru,Frustration,Frustration,Frustration,-1,2,4,4,3,4,3,-1,-1,-1
1879,Ses04M_impro04_M013,1.6667,3.3333,2.3333,fru,Frustration,Frustration,Anger,-1,2,3,3,1,4,3,-1,-1,-1
1880,Ses04M_impro04_M014,2.3333,3.0,3.6667,fru,Frustration,Frustration,Anger,-1,3,3,4,2,4,4,-1,-1,-1
1881,Ses04M_impro04_M015,4.0,3.0,3.3333,fru,Frustration,Frustration,Anger,-1,4,4,4,4,3,4,-1,-1,-1
1882,Ses04M_impro04_M016,4.0,3.3333,3.3333,fru,Frustration,Frustration,Anger,-1,4,4,4,4,4,4,-1,-1,-1
1883,Ses04M_impro04_M017,3.0,3.0,3.0,fru,Anger,Neutral,Frustration,-1,3,4,4,3,4,4,-1,-1,-1
1884,Ses04M_impro04_M018,4.0,3.0,2.6667,fru,Frustration,Frustration,Neutral,-1,4,4,4,4,3,2,-1,-1,-1
1885,Ses04M_impro04_M019,4.0,3.3333,3.0,fru,Frustration,Frustration,Frustration,-1,4,5,4,4,4,3,-1,-1,-1
